date,open,high,low,close,value
2021/3/29-2021/3/31,1705.95,1705.95,1683.95,1691.05,13410
2021/4/1-2021/4/7,1726.05,1744.65,1726.05,1738.05,39470
2021/4/8-2021/4/12,1755.5,1755.5,1732.85,1732.85,61410
2021/4/13-2021/4/15,1747.95,1757.2,1735.55,1757.2,54500
2021/4/16-2021/4/20,1774.45,1777.85,1774.45,1777.85,75290
2021/4/21-2021/4/23,1798.2,1798.2,1781.8,1781.8,62980
2021/4/26-2021/4/28,1773.35,1784.15,1772.2,1772.2,49620
2021/4/29-2021/5/4,1762.65,1797.75,1762.65,1797.75,7290
2021/5/5-2021/5/7,1782.25,1836.55,1782.25,1836.55,60530
2021/5/10-2021/5/12,1840.45,1840.45,1829.1,1830.7,76960
2021/5/13-2021/5/17,1821.8,1853.7,1821.8,1853.7,53120
2021/5/18-2021/5/20,1866.75,1888.45,1866.75,1878.3,75480
2021/5/21-2021/5/25,1875.9,1887.0,1875.9,1887.0,58220
2021/5/26-2021/5/28,1899.75,1899.95,1891.45,1899.95,52090
2021/6/1-2021/6/3,1899.35,1902.75,1866.55,1866.55,1120
2021/6/4-2021/6/8,1890.6,1893.15,1888.4,1893.15,26410
2021/6/9-2021/6/11,1894.6,1894.6,1881.05,1881.05,47820
2021/6/14-2021/6/16,1865.6,1865.6,1860.75,1860.75,46900
2021/6/17-2021/6/21,1778.7,1778.7,1773.1,1775.05,67080
2021/6/22-2021/6/24,1775.05,1791.6,1775.05,1784.85,40740
2021/6/25-2021/6/29,1786.65,1786.65,1755.45,1755.45,37410
2021/6/30-2021/7/2,1763.15,1786.15,1763.15,1786.15,1150
2021/7/5-2021/7/7,1791.35,1809.85,1791.35,1804.65,36910
2021/7/8-2021/7/12,1807.7,1807.7,1792.4,1792.4,57910
2021/7/13-2021/7/15,1813.85,1823.75,1813.85,1823.75,53280
2021/7/16-2021/7/20,1824.3,1824.3,1814.9,1823.05,53770
2021/7/21-2021/7/23,1802.15,1802.15,1799.45,1799.6,38570
2021/7/26-2021/7/28,1800.2,1800.35,1796.6,1796.6,34720
2021/7/29-2021/8/2,1829.3,1829.3,1811.45,1811.45,16490
2021/8/3-2021/8/5,1812.65,1829.1,1800.75,1800.75,140
2021/8/6-2021/8/10,1762.9,1762.9,1723.35,1723.35,60860
2021/8/11-2021/8/13,1743.6,1773.85,1743.6,1773.85,41690
2021/8/16-2021/8/18,1786.35,1789.45,1783.45,1783.45,36440
2021/8/19-2021/8/23,1782.05,1802.0,1779.05,1802.0,30880
2021/8/24-2021/8/26,1808.45,1808.45,1786.6,1786.6,29840
2021/8/27-2021/9/1,1798.5,1814.85,1798.5,1811.8,13840
2021/9/2-2021/9/6,1812.55,1823.7,1812.55,1821.6,5770
2021/9/7-2021/9/9,1802.15,1802.15,1786.0,1788.25,43660
